ID_SAEB;ID_REGIAO;ID_UF;ID_MUNICIPIO;ID_AREA;ID_ESCOLA;NOME_ESCOLA;IN_PUBLICA;ID_LOCALIZACAO;IN_PREENCHIMENTO_QUESTIONARIO;TX_Q009;TX_Q010;TX_Q013;TX_Q014;TX_Q016;TX_Q024;TX_Q025
2023;2;26;6323766;1;61438752;Compositor Capiba;1;1;1;C;A;;D;16;40;G
