ID_SAEB;ID_REGIAO;ID_UF;ID_MUNICIPIO;ID_AREA;ID_ESCOLA;NOME_ESCOLA;IN_PUBLICA;ID_LOCALIZACAO;ID_TURMA;ID_PROFESSOR;ID_SERIE;SQ_QUESTIONARIO;IN_PREENCHIMENTO_QUESTIONARIO;IN_PREENCHIMENTO_OUTRA_TURMA;TX_Q017;TX_Q018;TX_Q021;TX_Q025;TX_Q031;TX_Q056
2023;2;26;6323766;1;61414924;Bola na Rede;1;1;1698509;3038964;5;5;1;0;B;C;D;D;D;B
2023;2;26;6323766;1;61414924;Bola na Rede;1;1;1714162;3064519;5;5;1;0;B;C;D;C;D;B
2023;2;26;6323766;1;61414924;Bola na Rede;1;1;1604238;2962136;5;5;1;1;B;C;D;C;D;B
